Unnamed: 0,Clean_Title,Clean_Author,Title,Author,Genre,Type,Rating,No. of People rated,URLs
4349,origins of totalitarianism (penguin modern classics),arendt hannah,The Origins of Totalitarianism (Penguin Modern Classics),Hannah Arendt,Political Politics Ideologies,Paperback,4.6,728.0,https://www.amazon.in/Origins-Totalitarianism-Penguin-Modern-Classics/dp/0241316758/ref=zg_bs_g_1318180031_d_sccl_20/000-0000000-0000000?psc=1
538,little engine that could,piper watty,The Little Engine That Could: 90th Anniv,Watty Piper,Trains Things Go Books Children's That Cars,Hardcover,4.8,726.0,https://www.amazon.in/Little-Engine-That-Could-Anniversary/dp/0593094395/ref=zg_bs_g_67803460031_d_sccl_9/000-0000000-0000000?psc=1
6454,indian anthropology,hasnain nadeem,Indian Anthropology,Nadeem Hasnain,Society Anthropology Sciences Social,Paperback,4.4,726.0,https://www.amazon.in/Indian-Anthropology-Nadeem-Hasnain/dp/8185799776/ref=zg_bs_g_1318217031_d_sccl_1/000-0000000-0000000?psc=1
5013,home of their own,price samantha,A Home of Their Own: Amish Romance (The Amish Bonnet Sisters Book 35),Samantha  Price,Romance Amish,Kindle Edition,4.6,726.0,https://www.amazon.in/Home-Their-Own-Romance-Sisters-ebook/dp/B0BS5DK6V5/ref=zg_bs_g_89265413031_d_sccl_16/000-0000000-0000000?psc=1
1239,valmiki ramayanam (telugu) bhakti vikasa swami,bhakti swami vikasa,Valmiki Ramayanam (Telugu) Bhakti Vikasa Swami,Bhakti Vikasa Swami,History Books Children's,Hardcover,4.7,725.0,https://www.amazon.in/Valmiki-Ramayanam-Bhakti-Vikasa-Swami/dp/8190829211/ref=zg_bs_g_1318079031_d_sccl_10/000-0000000-0000000?psc=1
5742,it’s not unusual to be loved by alien,archer chloe,"It’s Not Unusual to Be Loved by an Alien: Tentacular Tales, Book 1",Chloe Archer,Romance Science Fiction,Audible Audiobook,4.5,723.0,https://www.amazon.in/Its-Not-Unusual-Loved-Alien/dp/B0BSB4YN7W/ref=zg_bs_g_89265412031_d_sccl_19/000-0000000-0000000?psc=1
6315,braiding sweetgrass,kimmerer robin wall,Braiding Sweetgrass,Robin Wall Kimmerer,Life Sciences Medicine Biology Technology,Paperback,4.7,721.0,https://www.amazon.in/Braiding-Sweetgrass-Indigenous-Scientific-Knowledge/dp/014199195X/ref=zg_bs_g_1318206031_d_sccl_12/000-0000000-0000000?psc=1
7530,all in one class 10th social science for cbse exam 2024,aditya farah raj sultan,All In One Class 10th Social Science for CBSE Exam 2024,Farah Sultan Aditya Raj ,Teen Reference Young Adult Education,Paperback,4.3,720.0,https://www.amazon.in/Class-10th-Social-Science-Exam-2024/dp/9350106000/ref=zg_bs_g_67803444031_d_sccl_3/000-0000000-0000000?psc=1
1162,inikao kannada writing practice books for kids,rajkumar,InIkao Kannada Writing Practice Books for Kids | Set of 5 Handwriting Improvement Book for Children age 4+ years,Rajkumar,Books Fiction Children's Historical,Paperback,4.4,720.0,https://www.amazon.in/Writing-Practice-Book-Kannada-InIkao/dp/8193808665/ref=zg_bs_g_1318088031_d_sccl_13/000-0000000-0000000?psc=1
4150,exam preparatory manual for undergraduates,nayak ramadas,Exam Preparatory Manual for Undergraduates: Pathology,Ramadas Nayak,Health Sciences Test Medicine Review Preparation,Paperback,4.5,720.0,https://www.amazon.in/Exam-Preparatory-Manual-Undergraduates-Pathology/dp/9389776406/ref=zg_bs_g_4149702031_d_sccl_1/000-0000000-0000000?psc=1
6496,fire next time (penguin modern classics),baldwin james,Fire Next Time (Penguin Modern Classics),James Baldwin,Society Ethnography Sciences Social,Paperback,4.7,719.0,https://www.amazon.in/Fire-Next-Penguin-Modern-Classics/dp/0140182756/ref=zg_bs_g_26437177031_d_sccl_23/000-0000000-0000000?psc=1
12,princess remembers (pb),gayatri maharani,A PRINCESS REMEMBERS (PB),Maharani Gayatri,Film Cinema Broadcast Photography Arts,Paperback,4.5,719.0,https://www.amazon.in/Princess-Remembers-Maharani-Gayatri/dp/8171673074/ref=zg_bs_g_1318054031_d_sccl_13/000-0000000-0000000?psc=1
4343,social contract,jean-jacques rousseau,The Social Contract,Jean-Jacques Rousseau,Political Politics Ideologies,Hardcover,4.5,718.0,https://www.amazon.in/Social-Contract-Jean-Jacques-Rousseau/dp/9395346310/ref=zg_bs_g_1318180031_d_sccl_14/000-0000000-0000000?psc=1
5432,stolen vows,fields sara,Stolen Vows: A Dark Mafia Romance,Sara Fields,Romance Mafia,Kindle Edition,4.1,718.0,https://www.amazon.in/Stolen-Vows-Dark-Mafia-Romance-ebook/dp/B0C386Q58Z/ref=zg_bs_g_92041939031_d_sccl_9/000-0000000-0000000?psc=1
5300,anyone but billionaire,hudson l. sara,"Anyone But The Billionaire: A hilarious, steamy billionaire romance from Sara L. Hudson (Anyone But You Series Book 1)",Sara L. Hudson,Romance Holidays,Kindle Edition,4.4,714.0,https://www.amazon.in/Anyone-But-Billionaire-hilarious-billionaire-ebook/dp/B0BHYCD4GB/ref=zg_bs_g_89265411031_d_sccl_4/000-0000000-0000000?psc=1
3225,digital design,m. mano morris,"Digital Design: With an Introduction to the Verilog HDL, VHDL, and System Verilog, 6e",M. Morris Mano,Textbooks Higher Computer Science Education,Paperback,4.5,714.0,https://www.amazon.in/Digital-Design-Introduction-Verilog-System/dp/9353062012/ref=zg_bs_g_4149451031_d_sccl_26/000-0000000-0000000?psc=1
4211,cobalt red,kara siddharth,Cobalt Red:How the Blood of the Congo Powers Our Lives,Siddharth Kara,Freedom Politics Security,Paperback,4.7,714.0,https://www.amazon.in/Cobalt-Red-Blood-Congo-Powers/dp/1250324076/ref=zg_bs_g_1318177031_d_sccl_12/000-0000000-0000000?psc=1
1925,avengers vs. thanos,englehart steve,Avengers vs. Thanos,Steve Englehart,Comics Mangas,Kindle Edition,4.1,713.0,https://www.amazon.in/Avengers-vs-Thanos-Steve-Englehart-ebook/dp/B00FRP6VKQ/ref=zg_bs_g_15705395031_d_sccl_26/000-0000000-0000000?psc=1
6710,what is girl worth?,denhollander rachael,What Is a Girl Worth?: My Story of Breaking the Silence and Exposing the Truth About Larry Nassar and USA Gymnastics,Rachael Denhollander,Sports Athletics Gymnastics,Hardcover,4.8,713.0,https://www.amazon.in/What-Girl-Worth-Breaking-Gymnastics/dp/1496441338/ref=zg_bs_g_1318259031_d_sccl_7/000-0000000-0000000?psc=1
7466,wrong pucking jersey,roxanne steele,Wrong Pucking Jersey: A Why Choose Hockey Romance (Heartbreaker Kings Book 1),Roxanne  Steele,Sports Winter,Kindle Edition,4.0,711.0,https://www.amazon.in/Wrong-Pucking-Jersey-Romance-Heartbreaker-ebook/dp/B0C5V7GXLW/ref=zg_bs_g_1318289031_d_sccl_9/000-0000000-0000000?psc=1
3920,best of hindi short stories (set of 4 books),authors various,"Best of Hindi Short Stories (Set of 4 books) - Premchand, Jaishankar Prasad, Sarat Chandra, Rabindranath Tagore",Various Authors,Literature Fiction Stories Short,Paperback,4.4,709.0,https://www.amazon.in/Best-Hindi-Short-Stories-books/dp/9390292913/ref=zg_bs_g_1318170031_d_sccl_21/000-0000000-0000000?psc=1
6562,home in world,"amartya fba sen,",Home in the World,"FBA Sen, Amartya",Society Social Sciences Services Welfare,Hardcover,4.7,707.0,https://www.amazon.in/Memoirs-Sen-Amartya/dp/1846144868/ref=zg_bs_g_1318221031_d_sccl_9/000-0000000-0000000?psc=1
7488,almost american girl,ha robin,Almost American Girl: An Illustrated Memoir,Robin Ha,Young Adult Biographies Teen,Kindle Edition,4.7,707.0,https://www.amazon.in/Almost-American-Girl-Illustrated-Memoir-ebook/dp/B07R6MT9HM/ref=zg_bs_g_67803441031_d_sccl_11/000-0000000-0000000?psc=1
3846,legend of parshuram,aggarwal dr vineet,The Legend of Parshuram,Dr Vineet Aggarwal,Literature Myths Legends Fiction Sagas,Paperback,4.4,706.0,https://www.amazon.in/Legend-Parshuraam-Dr-Vineet-Aggarwal/dp/0143423452/ref=zg_bs_g_1318166031_d_sccl_17/000-0000000-0000000?psc=1
2418,amazing optical illusions,barry buggles,Amazing Optical Illusions: Visual Illusion Picture Book (Brain Teasers 1),Barry Buggles,Quizzes Games Lifestyle Home Crafts,Kindle Edition,3.8,705.0,https://www.amazon.in/Amazing-Optical-Illusions-Illusion-Picture-ebook/dp/B00AOB7R3I/ref=zg_bs_g_1318121031_d_sccl_19/000-0000000-0000000?psc=1
2706,open circuits,eric schlaepfer,Open Circuits: The Inner Beauty of Electronic Components,Eric Schlaepfer,Electronic Engineering Electrical,Hardcover,4.8,704.0,https://www.amazon.in/Open-Circuits-Beauty-Electronic-Components/dp/1718502346/ref=zg_bs_g_4149474031_d_sccl_7/000-0000000-0000000?psc=1
6489,caste matters,suraj yengde,Caste Matters,Yengde Suraj,Society Ethnography Sciences Social,Hardcover,4.6,703.0,https://www.amazon.in/Caste-Matters-Suraj-Yengde/dp/0670091227/ref=zg_bs_g_26437177031_d_sccl_16/000-0000000-0000000?psc=1
6320,smarter not harder,asprey dave,Smarter Not Harder: The Biohacker’s Guide to Getting the Body and Mind You Want,Dave Asprey,Life Sciences Medicine Biology Technology,Paperback,4.3,703.0,https://www.amazon.in/Smarter-Not-Harder-Biohackers-Getting/dp/0008625921/ref=zg_bs_g_1318206031_d_sccl_17/000-0000000-0000000?psc=1
390,material world,conway ed,Material World: A Substantial Story of Our Past and Future,Ed Conway,Economics Business,Paperback,4.7,702.0,https://www.amazon.in/Material-World-Substantial-Story-Future/dp/0753559161/ref=zg_bs_g_1318069031_d_sccl_11/000-0000000-0000000?psc=1
766,all in one class 10th english language and literature for cbse exam 2024,agarwal jaiwal srishti vaishali,All In One Class 10th English Language and Literature for CBSE Exam 2024,Vaishali Jaiwal Srishti Agarwal ,Books Children's Reference Education,Paperback,4.3,702.0,https://www.amazon.in/Arihant-English-Language-Literature-Exam-2024/dp/9350106019/ref=zg_bs_g_67803454031_d_sccl_17/000-0000000-0000000?psc=1
3033,uff kolkata ? ?????? ???????,satya vyas,Uff Kolkata ? ?????? ???????,Satya Vyas,Fiction Science Horror Fantasy,Paperback,4.3,702.0,https://www.amazon.in/Uff-Kolkata-%E0%A5%A4-%E0%A4%89%E0%A4%AB%E0%A4%BC%E0%A5%8D%E0%A4%AB%E0%A4%BC-%E0%A4%95%E0%A5%8B%E0%A4%B2%E0%A4%95%E0%A4%BE%E0%A4%A4%E0%A4%BE/dp/8194653835/ref=zg_bs_g_1318165031_d_sccl_4/000-0000000-0000000?psc=1
2498,rhs latin for gardeners,harrison lorraine,"RHS LATIN FOR GARDENERS: OVER 3,000 PLANT NAMES EXPLAINED AND EXPLORED",Lorraine Harrison,Lifestyle Home Crafts Gardening Landscape Design,Hardcover,4.7,698.0,https://www.amazon.in/RHS-Latin-Gardeners-Essential-Secrets/dp/184533731X/ref=zg_bs_g_1318122031_d_sccl_19/000-0000000-0000000?psc=1
3287,linear algebra and its applications,gilbert strang,Linear Algebra and its Applications,Gilbert Strang,Education Engineering Textbooks Higher,Paperback,4.6,697.0,https://www.amazon.in/Linear-Algebra-Applications-Gilbert-Strang/dp/8131501728/ref=zg_bs_g_4149470031_d_sccl_8/000-0000000-0000000?psc=1
6218,elementary algebra for schools [] h.s. hall and s.r. knight,h.s. hall,Elementary Algebra For Schools [Paperback] H.S. Hall and S.R. Knight,H.S. Hall,Science Mathematics,Paperback,4.4,697.0,https://www.amazon.in/Elementary-Algebra-Schools-H-S-Hall/dp/9350943255/ref=zg_bs_g_4149720031_d_sccl_15/000-0000000-0000000?psc=1
5666,alive at night (wildflower series book 1),amelie rhys,Alive At Night (Wildflower Series Book 1),Amelie Rhys,Romance Romantic Comedy,Kindle Edition,4.4,693.0,https://www.amazon.in/Alive-At-Night-Wildflower-Book-ebook/dp/B0C7NF17KY/ref=zg_bs_g_86208348031_d_sccl_13/000-0000000-0000000?psc=1
2016,artificial intelligence,melanie mitchell,Artificial Intelligence: A Guide for Thinking Humans (Pelican Books),Melanie Mitchell,Digital Computer Internet Computing Science Media,Paperback,4.6,693.0,https://www.amazon.in/Artificial-Intelligence-Thinking-Humans-Pelican/dp/0241404835/ref=zg_bs_g_1318108031_d_sccl_17/000-0000000-0000000?psc=1
7303,yoga,centre sivananda vedanta yoga,Yoga: Your Home Practice Companion,Sivananda Yoga Vedanta Centre,Sports Training Coaching,Hardcover,4.6,693.0,https://www.amazon.in/Yoga-Practice-Companion-Sivananda-Vedanta/dp/1405349182/ref=zg_bs_g_1318279031_d_sccl_26/000-0000000-0000000?psc=1
6260,sign and seal,graham hancock,The Sign and the Seal: The Quest for the Lost Ark of the Covenant,Graham Hancock,Medicine Sciences Astronomy Technology,Audible Audiobook,4.5,692.0,https://www.amazon.in/Sign-Seal-Quest-Lost-Covenant/dp/B07LGBY6ML/ref=zg_bs_g_1318205031_d_sccl_7/000-0000000-0000000?psc=1
3257,mechanism in organic chemistry for jee,peter sykes,Mechanism in Organic Chemistry for the JEE,Peter Sykes,Education Engineering Textbooks Higher,Paperback,4.4,692.0,https://www.amazon.in/Guidebook-Mechanism-Organic-Chemistry-JEE/dp/8131793559/ref=zg_bs_g_4149470031_d_sccl_8/000-0000000-0000000?psc=1
2363,ayurvedic cooking for self,lad usha,Ayurvedic Cooking for Self-Healing,Usha Lad,Lifestyle Home Drink Crafts Entertaining Food,Paperback,4.2,691.0,https://www.amazon.in/Ayurvedic-Cooking-Self-Healing-Usha-Lad/dp/8120820231/ref=zg_bs_g_1318120031_d_sccl_14/000-0000000-0000000?psc=1
5454,happenstance,hodel t.l.,Happenstance: The Order of Ravens and Wolves,T.L. Hodel,Romance Mafia,Kindle Edition,4.5,690.0,https://www.amazon.in/Happenstance-Ravens-Wolves-T-L-Hodel-ebook/dp/B08RY5N27V/ref=zg_bs_g_92041939031_d_sccl_1/000-0000000-0000000?psc=1
5983,"golden social science (history, geography, civics and economics)",rastogi sudha,"Golden Social Science (History, Geography, Civics and Economics): Based on NEW NCERT for Class- 10 (For CBSE 2024 Board Exams, includes Objective Type Question Bank)",Sudha Rastogi,International Books Boards School,Paperback,4.4,687.0,https://www.amazon.in/Golden-Social-Science-Sample-Refresher/dp/8122449565/ref=zg_bs_g_10998107031_d_sccl_10/000-0000000-0000000?psc=1
7299,pep guardiola,balague guillem,Pep Guardiola: Another Way of Winning: The Biography,Guillem Balague,Sports Training Coaching,Paperback,4.5,687.0,https://www.amazon.in/Pep-Guardiola-Another-Winning-Biography/dp/1474610536/ref=zg_bs_g_1318279031_d_sccl_22/000-0000000-0000000?psc=1
4792,ikigai journey,francesc garcia hector miralles,The Ikigai Journey : A Practical Guide t,Francesc Miralles Hector Garcia,Age Spirituality Religion New,Hardcover,4.6,684.0,https://www.amazon.in/Ikigai-Journey-Practical-Happiness-Japanese/dp/0804855331/ref=zg_bs_g_10533825031_d_sccl_13/000-0000000-0000000?psc=1
113,how to write funny,dikkers scott,"How to Write Funny: Your Serious, Step-By-Step Blueprint For Creating Incredibly, Irresistibly, Successfully Hilarious Writing",Scott Dikkers,Film Photography Theater Ballet Arts,Kindle Edition,4.4,679.0,https://www.amazon.in/How-Write-Funny-Step-Step-ebook/dp/B00K9PI7AQ/ref=zg_bs_g_1318063031_d_sccl_14/000-0000000-0000000?psc=1
242,autobiography of yogi (hb),yogananda,AUTOBIOGRAPHY OF A YOGI (HB),YOGANANDA,Diaries Accounts Autobiographies True Biographies,Paperback,4.7,677.0,https://www.amazon.in/AUTOBIOGRAPHY-YOGI-HB-YOGANANDA/dp/B01BITKOXY/ref=zg_bs_g_1318065031_d_sccl_13/000-0000000-0000000?psc=1
3335,abnormal psychology,hooley jill m.,Abnormal Psychology | By Pearson,Jill M. Hooley,Textbooks Social Higher Sciences Education,Paperback,4.6,675.0,https://www.amazon.in/Abnormal-Psychology-Pearson-Jill-Hooley/dp/9353065593/ref=zg_bs_g_4149727031_d_sccl_6/000-0000000-0000000?psc=1
5863,never mine to hold,jennifer sucevic,Never Mine to Hold: An Enemies-to-Lovers Secret Identity New Adult Sports Romance (Western Wildcats Hockey Book 3),Jennifer Sucevic,Sports Romance,Kindle Edition,4.2,675.0,https://www.amazon.in/Never-Mine-Hold-Enemies-Lovers-ebook/dp/B0C7M24KWF/ref=zg_bs_g_89265407031_d_sccl_10/000-0000000-0000000?psc=1
441,becoming trader joe,coulombe joe,Becoming Trader Joe,Joe Coulombe,Economics Industries Business,Paperback,4.3,675.0,https://www.amazon.in/Becoming-Trader-Joe-Business-Still/dp/1400225434/ref=zg_bs_g_1318071031_d_sccl_12/000-0000000-0000000?psc=1
3498,daily rituals,currey mason,Daily Rituals,Mason Currey,Linguistics Writing Language Guides,Paperback,4.1,673.0,https://www.amazon.in/Daily-Rituals-Great-Minds-Inspiration/dp/1529059968/ref=zg_bs_g_1318151031_d_sccl_19/000-0000000-0000000?psc=1
4273,india unbound,das gurcharan,India Unbound: from Independence to the Global Information age [Paperback] Gurcharan Das,Gurcharan Das,International Politics Globalization Relations,Paperback,4.4,673.0,https://www.amazon.in/India-Unbound-Independence-Global-Information/dp/0143419250/ref=zg_bs_g_1318179031_d_sccl_24/000-0000000-0000000?psc=1
2283,software engineering at google,titus winters,Software Engineering at Google: Lessons Learned from Programming Over Time,Titus Winters,Programming Digital Internet Development Computing Software Media,Audible Audiobook,4.6,673.0,https://www.amazon.in/Software-Engineering-Google-Lessons-Programming/dp/B08VKVBPWV/ref=zg_bs_g_1318116031_d_sccl_4/000-0000000-0000000?psc=1
6221,linear algebra 2e,hoffman kenneth m,Linear Algebra 2e,Kenneth M Hoffman,Science Mathematics,Paperback,4.4,673.0,https://www.amazon.in/Linear-Algebra-Kenneth-M-Hoffman/dp/9332550077/ref=zg_bs_g_4149720031_d_sccl_18/000-0000000-0000000?psc=1
7140,ronnie,o'sullivan ronnie,Ronnie: The Autobiography of Ronnie O'Sullivan,Ronnie O'Sullivan,Sports Pool Billiards Snooker,Paperback,4.5,673.0,https://www.amazon.in/Ronnie-Autobiography-OSullivan/dp/1841883913/ref=zg_bs_g_1318270031_d_sccl_13/000-0000000-0000000?psc=1
3895,chuni hui kavitayen,atal bihari vajpayee,Chuni Hui Kavitayen,ATAL BIHARI VAJPAYEE,Literature Fiction Poetry,Paperback,4.5,672.0,https://www.amazon.in/Chuni-Kavitayen-Atal-Bihari-Vajpayee/dp/9350481634/ref=zg_bs_g_1318175031_d_sccl_16/000-0000000-0000000?psc=1
1517,curious george's 5,a. h. rey,Curious George's 5-Minute Stories,H. A. Rey,Money Books Children's Jobs,Hardcover,4.9,669.0,https://www.amazon.in/Curious-Georges-5-minute-Stories-Rey/dp/0544107934/ref=zg_bs_g_1318096031_d_sccl_18/000-0000000-0000000?psc=1
5838,huck,lulu moore,Huck: A Coach's Daughter Forbidden Romance: A New York Players Novel (The New York Players Book 5),Lulu Moore,Sports Romance,Kindle Edition,4.3,666.0,https://www.amazon.in/Huck-Daughter-Forbidden-Romance-Players-ebook/dp/B0C5K19ZTK/ref=zg_bs_g_89265407031_d_sccl_15/000-0000000-0000000?psc=1
2011,maniac,benjamin labatut,The MANIAC,Benjamin Labatut,Digital Computer Internet Computing Science Media,Paperback,4.6,664.0,https://www.amazon.in/MANIAC-Benjam%C3%ADn-Labatut/dp/1805330675/ref=zg_bs_g_1318108031_d_sccl_12/000-0000000-0000000?psc=1
3872,talkhiyan,ludhianavi sahir,Talkhiyan,Sahir Ludhianavi,Literature Fiction Poetry,Paperback,4.6,662.0,https://www.amazon.in/Talkhiyan-Sahir-Ludhianavi/dp/9386534665/ref=zg_bs_g_1318175031_d_sccl_23/000-0000000-0000000?psc=1
6031,mtg international english olympiad (ieo) workbook for class 2,ali khan zarrin,"MTG International English Olympiad (IEO) Workbook for Class 2 - MCQs, Previous Years Solved Paper and Achievers Section - SOF Olympiad Preparation Books For 2023-2024 Exam ZARRIN ALI KHAN",ZARRIN ALI KHAN,Scholarship Books Olympiads Exams School,Paperback,4.5,661.0,https://www.amazon.in/International-English-Olympiad-Workbook-Class/dp/9355554745/ref=zg_bs_g_4149834031_d_sccl_8/000-0000000-0000000?psc=1
3975,close your mouth,g g. mckeown mckeown patrick patrick,Close Your Mouth,Patrick G McKeown Patrick G. McKeown,Health Administration Sciences Medicine Policy,Paperback,4.5,660.0,https://www.amazon.in/Close-Your-Mouth-Buteyko-Handbook/dp/0954599616/ref=zg_bs_g_4149550031_d_sccl_26/000-0000000-0000000?psc=1
6183,clark's tables (science data book),tennent,CLARK'S TABLES (SCIENCE DATA BOOK),TENNENT,Science Mathematics,Paperback,4.4,658.0,https://www.amazon.in/CLARKS-TABLES-SCIENCE-DATA-BOOK/dp/8177581511/ref=zg_bs_g_4149720031_d_sccl_10/000-0000000-0000000?psc=1
2051,how to win indian election,shankar shivam singh,How to Win an Indian Election: What Poli: What Political Parties Don't Want You to Know,Shivam Shankar Singh,Digital Data Big Internet Computing Media Databases,Paperback,4.3,657.0,https://www.amazon.in/How-Win-Indian-Election-Political/dp/0143446843/ref=zg_bs_g_1318110031_d_sccl_2/000-0000000-0000000?psc=1
1910,set of 10 champak magazines,champak,Set of 10 Champak Magazines,Champak,Comics Mangas,Paperback,4.2,656.0,https://www.amazon.in/Set-10-Champak-Magazines/dp/B07QFLS5QY/ref=zg_bs_g_15705395031_d_sccl_11/000-0000000-0000000?psc=1
2242,unix and linux system administration handbook,evi nemeth,UNIX and Linux System Administration Handbook,Evi Nemeth,Digital Systems Internet Computing Operating Media,Paperback,4.8,651.0,https://www.amazon.in/UNIX-Linux-System-Administration-Handbook/dp/0134277554/ref=zg_bs_g_1318115031_d_sccl_13/000-0000000-0000000?psc=1
5096,fairytale of new york,folbigg zoë,"Fairytale of New York: The BRAND NEW warm, feel-good read from NUMBER ONE BESTSELLER Zoë Folbigg",Zoë Folbigg,Romance Clean Wholesome,Kindle Edition,4.5,644.0,https://www.amazon.in/Fairytale-New-York-Zo%C3%AB-Folbigg-ebook/dp/B0BL6SCCBX/ref=zg_bs_g_89265408031_d_sccl_19/000-0000000-0000000?psc=1
2194,dama,dama international,DAMA-DMBOK (2ND EDITION) 2/E,DAMA International,Digital Administration Internet Computing Media Network,Paperback,4.7,642.0,https://www.amazon.in/DAMA-DMBOK-Data-Management-Body-Knowledge/dp/1634622340/ref=zg_bs_g_1318114031_d_sccl_15/000-0000000-0000000?psc=1
3229,machine learning using python,manaranjan pradhan,Machine Learning using Python,Manaranjan Pradhan,Textbooks Higher Computer Science Education,Paperback,4.3,640.0,https://www.amazon.in/Machine-Learning-Python-Manaranjan-Pradhan/dp/8126579900/ref=zg_bs_g_4149451031_d_sccl_30/000-0000000-0000000?psc=1
6723,non,david whitsett,The Non-Runner's Marathon Trainer,David Whitsett,Sports Athletics Gymnastics,Audible Audiobook,4.6,640.0,https://www.amazon.in/The-Non-Runners-Marathon-Trainer/dp/B092RDC6ZG/ref=zg_bs_g_1318259031_d_sccl_20/000-0000000-0000000?psc=1
2129,elliott waves made simple,sinclair steve,Elliott Waves Made Simple: Master Elliott Waves Techniques In Less Than 48 Hours,Steve Sinclair,Digital Social Internet Computing Media,Paperback,4.5,639.0,https://www.amazon.in/Elliott-Waves-Made-Simple-Techniques/dp/1980703531/ref=zg_bs_g_1318113031_d_sccl_30/000-0000000-0000000?psc=1
5312,christmas with daddy's best friends,cullen lisa,"Christmas with Daddy's Best Friends: An Age Gap, Reverse Harem, Secret Baby Romance (The Forbidden Reverse Harem Collection)",Lisa  Cullen,Romance Holidays,Kindle Edition,4.3,639.0,https://www.amazon.in/Christmas-Daddys-Best-Friends-Collection-ebook/dp/B0CPGPSC18/ref=zg_bs_g_89265411031_d_sccl_16/000-0000000-0000000?psc=1
5768,savior of domini (mates of domini book 1),rhea talia,Savior of the Domini (Mates of the Domini Book 1),Talia Rhea,Romance Science Fiction,Kindle Edition,4.4,636.0,https://www.amazon.in/Savior-Domini-Mates-Book-ebook/dp/B0B8WBG76V/ref=zg_bs_g_89265412031_d_sccl_15/000-0000000-0000000?psc=1
2439,su doku challenge book 1,collins,SU DOKU CHALLENGE BOOK 1: 200 puzzles,Collins,Quizzes Games Lifestyle Home Crafts,Paperback,4.5,633.0,https://www.amazon.in/Doku-Challenge-book-200-puzzles/dp/0008279632/ref=zg_bs_g_1318121031_d_sccl_10/000-0000000-0000000?psc=1
6085,"textbook of clinical neuroanatomy, 4e",singh,"Textbook of Clinical Neuroanatomy, 4e",Singh,Life Sciences Science Mathematics Biology,Paperback,4.6,632.0,https://www.amazon.in/Textbook-Clinical-Neuroanatomy-4e-Singh/dp/8131261352/ref=zg_bs_g_4149711031_d_sccl_12/000-0000000-0000000?psc=1
541,what do people do all day?,richard scarry,What Do People Do All Day?,Richard Scarry,Trains Things Go Books Children's That Cars,Paperback,4.6,632.0,https://www.amazon.in/What-Do-People-All-Day/dp/0007353693/ref=zg_bs_g_67803460031_d_sccl_12/000-0000000-0000000?psc=1
3485,col essay essentials,ethan sawyer,COL ESSAY ESSENTIALS: A Step-by-Step Guide to Writing a Successful College Admissions Essay,Ethan Sawyer,Linguistics Writing Language Guides,Paperback,4.5,631.0,https://www.amazon.in/College-Essay-Essentials-Step-Step/dp/149263512X/ref=zg_bs_g_1318151031_d_sccl_6/000-0000000-0000000?psc=1
2417,puzzles to puzzle you,devi shakuntala,Puzzles to Puzzle You,Shakuntala Devi,Quizzes Games Lifestyle Home Crafts,Paperback,4.3,627.0,https://www.amazon.in/Puzzles-Puzzle-You-Shakuntala-Devi/dp/8122200141/ref=zg_bs_g_1318121031_d_sccl_18/000-0000000-0000000?psc=1
3363,lords of deccan,anirudh kanisetti,Lords Of The Deccan: Southern India From The Chalukyas To The Cholas,Anirudh Kanisetti,History Ancient,Paperback,4.6,625.0,https://www.amazon.in/LORDS-DECCAN-Southern-Chalukyas-Cholas/dp/9353451604/ref=zg_bs_g_4149495031_d_sccl_14/000-0000000-0000000?psc=1
2731,"8051 microcontrollers & embedded systems, 2e",mazidi,"The 8051 Microcontrollers & Embedded Systems, 2e",MAZIDI,Electronic Engineering Electrical,Paperback,4.4,620.0,https://www.amazon.in/8051-Microcontroller-Embedded-Systems-Assembly/dp/8131710262/ref=zg_bs_g_4149474031_d_sccl_2/000-0000000-0000000?psc=1
5990,"descriptive writing book for ssc, ibps po and other bank exams (english printed ) by adda247 publications",adda247 publications,"Descriptive Writing Book for SSC, IBPS PO and other Bank Exams (English Printed Edition) by Adda247 Publications",Adda247 Publications,International Books Boards School,Paperback,4.0,619.0,https://www.amazon.in/Adda247-Descriptive-Writing-Paperback-Paublications/dp/B07KQFHCL6/ref=zg_bs_g_10998107031_d_sccl_17/000-0000000-0000000?psc=1
7640,dot to dot for kids ages 4,splendid youth,"Dot to Dot for Kids Ages 4-8: 100 Fun Connect the Dots Puzzles for Children - Activity Book for Learning - Age 4-6, 6-8 Year Olds",Splendid Youth,Teen Games Hobbies Young Adult,Paperback,4.7,619.0,https://www.amazon.in/Dot-Kids-Ages-4-8-Children/dp/1914329279/ref=zg_bs_g_67803442031_d_sccl_13/000-0000000-0000000?psc=1
3022,cursed bunny [] bora chung and anton hur,bora chung,CURSED BUNNY [Paperback] Bora Chung and Anton Hur,Bora Chung,Fiction Science Horror Fantasy,Paperback,4.1,618.0,https://www.amazon.in/Cursed-Bunny-Bora-Chung/dp/939370161X/ref=zg_bs_g_1318165031_d_sccl_23/000-0000000-0000000?psc=1
4895,shattered crown,kayne monica,Shattered Crown: A Dark Mafia Age Gap Romance (Kozlov Empire Book 4),Monica Kayne,Romance Action Adventure,Kindle Edition,4.3,617.0,https://www.amazon.in/Shattered-Crown-Romance-Kozlov-Empire-ebook/dp/B0CBSQ1X6B/ref=zg_bs_g_86208349031_d_sccl_16/000-0000000-0000000?psc=1
